,src,question,prompt,response,id,target,participant,response_num,count,split
10543,dod20,What is a surprising use for a ROPE?,rope,pull a car out of a ditch,dod20_rope-224e,2.0,dod2044,7,,train
10544,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,tool for modeling clay and creating,hmsl_paperclip-0a32,3.3,hmsl184nBf5b,4.0,,train
10545,hmsl,What is a surprising use for a BRICK?,brick,hold a water hose in place,hmsl_brick-0ec2,2.7,hmsl9stodL1U,2.0,,train
10546,snbmo09,What is a surprising use for a BOX?,box,make a mini file cabinet,snbmo09_box-58c3,1.2,snbmo09123,2,,train
10547,snbmo09,What is a surprising use for a BRICK?,brick,painting surface (paint on the brick),snbmo09_brick-d82e,1.8,snbmo09111,4,,train
10548,motesf,What is a surprising use for a PENCIL?,pencil,Instead of a spinner you can use a pencil.,motesf_pencil-3994,2.7,motesfd709,7,,train
10549,snbmo09,What is a surprising use for a BOX?,box,use for furniture,snbmo09_box-caa9,1.7,snbmo096,2,,train
10550,bs12,What is a surprising use for a BRICK?,brick,paint on the to make an art work,bs12_brick-555c,1.4,bs124,,,train
10551,hmsl,What is a surprising use for a BRICK?,brick,grabbing on to.,hmsl_brick-c702,1.8,hmsl9wW6AB6o,11.0,,train
10552,snb17,What is a surprising use for a BOX?,box,inn a race,snb17_box-9580,1.0,snb1760,,,train
10553,snbmo09,What is a surprising use for a KNIFE?,knife,stick heaps of knives in someone's yard,snbmo09_knife-39af,2.5,snbmo0937,2,,train
10554,dod20,What is a surprising use for a ROPE?,rope,trow,dod20_rope-9f13,1.0,dod2022,2,,train
10555,motesf,What is a surprising use for a BALL?,ball,that you can bounce it off a bed and land on your head,motesf_ball-4f75,2.7,motesf7327,8,,train
10556,snbmo09,What is a surprising use for a BRICK?,brick,hide-a-key,snbmo09_brick-e46c,2.2,snbmo0960,4,,train
10557,dod20,What is a surprising use for a SHOE?,shoe,hang on wall toes-down as a pocket,dod20_shoe-eca6,3.5,dod2087,6,,train
10558,snb17,What is a surprising use for a ROPE?,rope,booby traps,snb17_rope-d1ae,1.7,snb179,,,train
10559,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,to make it into a tiny baseball bat,motesf_toothbrush-f529,3.9,motesfa02f,3,,train
10560,betal18,What is a surprising use for a ROPE?,rope,as a border on a poster,betal18_rope-2ccf,2.1,betal182052,,,train
10561,dod20,What is a surprising use for a FORK?,fork,picture hanger,dod20_fork-15c4,4.0,dod2042,1,,train
10562,dod20,What is a surprising use for a FORK?,fork,to crush garlic with handle,dod20_fork-5cd9,2.8,dod2016,0,,train
10563,motesf,What is a surprising use for a BOTTLE?,bottle,use it for a big car that you can ride in,motesf_bottle-9384,3.3,motesfb2eb,2,,train
10564,setal08,What is a surprising use for a BRICK?,brick,lift it as if it were a free weight,setal08_brick-35dc,1.3,setal08187,7.0,,train
10565,setal08,What is a surprising use for a KNIFE?,knife,force people to do things,setal08_knife-1bbc,1.0,setal0858,6.0,,train
10566,bs12,What is a surprising use for a BRICK?,brick,A way to make yourself taller,bs12_brick-0283,1.4,bs1264,,,train
10567,snbmo09,What is a surprising use for a BRICK?,brick,make a sign,snbmo09_brick-4a70,1.3,snbmo09127,3,,train
10568,hmsl,What is a surprising use for a BRICK?,brick,use to step on and reach higher,hmsl_brick-ad5c,2.0,hmslz22yJ31W,4.0,,train
10569,motesf,What is a surprising use for a BALL?,ball,garbage can,motesf_ball-b25f,3.3,motesf9cfd,6,,train
10570,setal08,What is a surprising use for a KNIFE?,knife,take the blades pointing outwards put them in a circles to make a sun,setal08_knife-08b6,2.7,setal08237,3.0,,train
10571,motesf,What is a surprising use for a BALL?,ball,yeet it at a man,motesf_ball-cef7,1.9,motesfedde,8,,train
10572,snbmo09,What is a surprising use for a BRICK?,brick,tool to destroy a cheating boyfriend's car,snbmo09_brick-3a8d,3.0,snbmo0911,4,,train
10573,betal18,What is a surprising use for a BOX?,box,hold your Christmas tree  so that the plastic parts fall in to the,betal18_box-4758,2.1,betal182037,,,train
10574,bs12,What is a surprising use for a BRICK?,brick,for lifting weights,bs12_brick-578d,1.0,bs1244,,,train
10575,dod20,What is a surprising use for a SHOE?,shoe,decoration,dod20_shoe-3808,2.5,dod203,1,4.0,train
10576,setal08,What is a surprising use for a KNIFE?,knife,screw driver,setal08_knife-8a75,1.7,setal0879,2.0,2.0,train
10577,dod20,What is a surprising use for a ROPE?,rope,create a counterweight,dod20_rope-0192,3.0,dod2023,3,,train
10578,setal08,What is a surprising use for a BRICK?,brick,bridges,setal08_brick-9177,1.2,setal08204,6.0,4.0,train
10579,dod20,What is a surprising use for a BRICK?,brick,grinding,dod20_brick-121e,3.0,dod2075,7,,train
10580,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,to turn on its morning. but when you turn off its night.,motesf_lightbulb-2e59,3.0,motesfda4f,6,,train
10581,snb17,What is a surprising use for a BOX?,box,use it as a cart by putting wheels on it,snb17_box-1d23,2.3,snb1739,,,train
10582,betal18,What is a surprising use for a ROPE?,rope,an impromptu belt,betal18_rope-91da,1.0,betal182191,,,train
10583,setal08,What is a surprising use for a KNIFE?,knife,to style hair (cut),setal08_knife-7a5f,1.7,setal0821,2.0,,train
10584,setal08,What is a surprising use for a BRICK?,brick,using as prop for physical comedy,setal08_brick-fa6c,3.0,setal08102,8.0,,train
10585,hmsl,What is a surprising use for a BRICK?,brick,brick mansion ,hmsl_brick-7ecf,1.8,hmslPY70kA2n,2.0,,train
10586,setal08,What is a surprising use for a KNIFE?,knife,create pottery,setal08_knife-36fe,1.3,setal08198,2.0,,train
10587,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,you can build a lamp,motesf_lightbulb-61a6,1.6,motesf357a,3,,train
10588,dod20,What is a surprising use for PANTS?,pants,facemask,dod20_pants-bbdd,3.0,dod2053,8,,train
10589,motesf,What is a surprising use for a SOCK?,sock,To use them as gloves.,motesf_sock-a141,2.7,motesf0266,2,,train
10590,snb17,What is a surprising use for a BOX?,box,no budget dinner table,snb17_box-1a07,2.0,snb1715,,,train
10591,motesf,What is a surprising use for a SPOON?,spoon,put a spoon in a can,motesf_spoon-7084,1.9,motesfb73c,7,,train
10592,betal18,What is a surprising use for a ROPE?,rope,create a robe,betal18_rope-f7f4,2.1,betal182072,,,train
10593,motesf,What is a surprising use for a BOTTLE?,bottle,baseball bat,motesf_bottle-010c,2.7,motesf3dd4,5,2.0,train
10594,hmsl,What is a surprising use for a BRICK?,brick,use many to create a walkway,hmsl_brick-4c0d,1.3,hmslovnlqK2x,3.0,,train
10595,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,A pipe cleaner,hmsl_paperclip-ebc3,3.0,hmsl26AI7yNO,3.0,,train
10596,dod20,What is a surprising use for a SHOE?,shoe,as a doorstopper,dod20_shoe-8233,2.7,dod2080,2,,train
10597,setal08,What is a surprising use for a BRICK?,brick,safe,setal08_brick-b527,2.3,setal08142,7.0,,train
10598,motesp,What is a surprising use for a SPOON?,spoon,put white slime on the spoon then put little cereal bits and give it to someone and when they taste it it will taste horrible,motesp-g1_spoon-13OO,3.4,13OO,,,train
10599,betal18,What is a surprising use for a BOX?,box,bedding,betal18_box-3b78,1.6,betal182036,,,train
10600,snbmo09,What is a surprising use for a BRICK?,brick,lift weights for working out,snbmo09_brick-f033,1.5,snbmo0989,3,,train
10601,betal18,What is a surprising use for a BOX?,box,a computer parts storage,betal18_box-b911,1.0,betal182100,,,train
10602,betal18,What is a surprising use for a BOX?,box,lighting,betal18_box-ae48,2.1,betal182054,,,train
10603,dod20,What is a surprising use for PANTS?,pants,draw on them,dod20_pants-734e,2.2,dod2013,9,,train
10604,betal18,What is a surprising use for a BOX?,box,table stand,betal18_box-057b,1.0,betal182183,,,train
10605,betal18,What is a surprising use for a ROPE?,rope,yarn,betal18_rope-c4b4,1.3,betal182059,,,train
10606,motesf,What is a surprising use for a SOCK?,sock,put a sock on the back of you,motesf_sock-efb9,2.4,motesfb73c,1,,train
10607,bs12,What is a surprising use for a BRICK?,brick,to write a message on,bs12_brick-2f45,1.8,bs12104,,,train
10608,dod20,What is a surprising use for a ROPE?,rope,make smaller pieces of twine out of it,dod20_rope-6224,2.2,dod2046,3,,train
10609,snbmo09,What is a surprising use for a BOX?,box,shoes (box on foot),snbmo09_box-8bcf,1.8,snbmo09117,10,,train
10610,snbmo09,What is a surprising use for a BRICK?,brick,home for animal,snbmo09_brick-962f,2.8,snbmo0968,1,,train
10611,snb17,What is a surprising use for a ROPE?,rope,Use it to tickle someone,snb17_rope-c940,2.0,snb1734,,,train
10612,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Makeshift arms for tiny figure,hmsl_paperclip-9846,3.3,hmslKf5hYM86,5.0,,train
10613,motesp,What is a surprising use for a BACKPACK?,backpack,By using it as a turtle shell.,motesp-g1_backpack-20HL,3.4,20HL,,,train
10614,snbmo09,What is a surprising use for a BRICK?,brick,smash a pumpkin,snbmo09_brick-683e,1.5,snbmo09115,1,,train
10615,snbmo09,What is a surprising use for a BOX?,box,used as a table,snbmo09_box-5d06,1.8,snbmo09122,3,,train
10616,betal18,What is a surprising use for a ROPE?,rope,make a ladder,betal18_rope-13e8,1.3,betal182005,,,train
10617,snbmo09,What is a surprising use for a BRICK?,brick,crush up ice with it,snbmo09_brick-9cb7,1.7,snbmo09123,5,,train
10618,snbmo09,What is a surprising use for a KNIFE?,knife,"holding up clothing, posters to the wall",snbmo09_knife-9fc5,1.8,snbmo0970,1,,train
10619,motesf,What is a surprising use for a BALL?,ball,To bust the ball to see inside,motesf_ball-9336,2.1,motesf8e29,2,,train
10620,dod20,What is a surprising use for a TABLE?,table,meetings,dod20_table-cbd1,1.0,dod2045,5,,train
10621,betal18,What is a surprising use for a ROPE?,rope,cut something,betal18_rope-adbc,1.6,betal182052,,,train
10622,dod20,What is a surprising use for a BOOK?,book,keep important notes,dod20_book-f75e,2.0,dod2025,1,,train
10623,snbmo09,What is a surprising use for a BOX?,box,cut it and tape flaps to make into a pretend ship,snbmo09_box-9bc6,2.2,snbmo0986,6,,train
10624,betal18,What is a surprising use for a BOX?,box,helmet,betal18_box-2ea7,1.8,betal182089,,10.0,train
10625,betal18,What is a surprising use for a ROPE?,rope,as a weapon  to spank children with,betal18_rope-30da,1.0,betal182107,,,train
10626,dod20,What is a surprising use for a BRICK?,brick,used to hold a door open,dod20_brick-df2d,2.3,dod2052,3,,train
10627,motesf,What is a surprising use for a BOTTLE?,bottle,to connect bottles and make a boat out of one.,motesf_bottle-2159,3.3,motesfd3d9,8,,train
10628,snb17,What is a surprising use for a BOX?,box,A BAG,snb17_box-d823,1.3,snb1775,,,train
10629,snbmo09,What is a surprising use for a BRICK?,brick,use it as a game,snbmo09_brick-75f4,1.5,snbmo09155,9,,train
10630,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,put it on your head and pretend you are an alien,motesf_lightbulb-fc9b,3.6,motesf98dc,2,,train
10631,snb17,What is a surprising use for a ROPE?,rope,thick shoestrings,snb17_rope-9246,1.3,snb1715,,,train
10632,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,stair at it,motesf_lightbulb-572d,2.1,motesf812b,6,,train
10633,motesf,What is a surprising use for a SPOON?,spoon,a door handle,motesf_spoon-a0c0,4.1,motesf3b8a,1,,train
10634,snb17,What is a surprising use for a BOX?,box,Throw it at a dog,snb17_box-e3b4,1.7,snb1727,,,train
10635,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,Make it into a window,motesf_lightbulb-0e89,3.3,motesfc3e8,6,,train
10636,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,poke holes in something,hmsl_paperclip-4eb4,2.0,hmslopxAEih3,4.0,,train
10637,dod20,What is a surprising use for a SHOVEL?,shovel,paint and decorate with,dod20_shovel-c47a,3.0,dod2057,2,,train
10638,dod20,What is a surprising use for a SHOVEL?,shovel,ice pick,dod20_shovel-585d,3.0,dod203,1,,train
10639,dod20,What is a surprising use for a SHOE?,shoe,flower planter,dod20_shoe-912f,3.3,dod2064,4,2.0,train
10640,snbmo09,What is a surprising use for a KNIFE?,knife,"hanger, if in a wall",snbmo09_knife-2399,2.5,snbmo09143,8,,train
10641,setal08,What is a surprising use for a BRICK?,brick,a type of currency,setal08_brick-a366,4.3,setal08173,3.0,,train
10642,setal08,What is a surprising use for a KNIFE?,knife,cut mail,setal08_knife-0d1b,1.3,setal08131,1.0,,train
10643,snb17,What is a surprising use for a ROPE?,rope,to use to drag the small child you are supposed to be watching over around in the yard,snb17_rope-3360,3.0,snb173,,,train
10644,dod20,What is a surprising use for a BOOK?,book,entertainment,dod20_book-d56b,1.5,dod2043,0,5.0,train
10645,bs12,What is a surprising use for a BRICK?,brick,to hit someone in the head,bs12_brick-0dd5,1.5,bs12124,,2.0,train
10646,motesf,What is a surprising use for a BOTTLE?,bottle,a rat bottle,motesf_bottle-e8b5,2.7,motesfa4a0,5,,train
10647,dod20,What is a surprising use for a BOOK?,book,fort material,dod20_book-bd01,4.8,dod2074,6,,train
10648,motesf,What is a surprising use for a BALL?,ball,cat toy,motesf_ball-4c05,2.1,motesf8c19,2,,train
10649,dod20,What is a surprising use for a TABLE?,table,sit on,dod20_table-23ac,2.5,dod2062,0,3.0,train
10650,snb17,What is a surprising use for a BOX?,box,Costume,snb17_box-79cc,1.5,snb1753,,5.0,train
10651,dod20,What is a surprising use for a ROPE?,rope,hanging a swing. use old rope for hanging tree swings or any other kind of swing,dod20_rope-bb9f,2.7,dod2010,0,,train
10652,snb17,What is a surprising use for a BOX?,box,helmet  chair  basketball  weapon  shield  home  earring  pet  best friend  cousin  employee  boss,snb17_box-8c1a,1.5,snb17134,,,train
10653,snb17,What is a surprising use for a BOX?,box,A desk,snb17_box-0e0f,1.3,snb1754,,,train
10654,dod20,What is a surprising use for a BOOK?,book,a fan,dod20_book-6999,3.0,dod2041,7,,train
10655,motesf,What is a surprising use for a PENCIL?,pencil,you write with it,motesf_pencil-f442,1.3,motesf3ad7,3,,train
10656,hmsl,What is a surprising use for a BRICK?,brick,A HOUSE,hmsl_brick-5422,1.2,hmslBB3KJdhl,2.0,,train
10657,snb17,What is a surprising use for a BOX?,box,to read the labels on,snb17_box-d1f1,1.7,snb17130,,,train
10658,hmsl,What is a surprising use for a BRICK?,brick,BBQ pits,hmsl_brick-7d22,1.8,hmsl0n661va4,9.0,,train
10659,snb17,What is a surprising use for a ROPE?,rope,grab items,snb17_rope-3aaf,1.3,snb1721,,,train
10660,snbmo09,What is a surprising use for a BRICK?,brick,hole fillers,snbmo09_brick-97f7,1.7,snbmo09136,6,,train
10661,snbmo09,What is a surprising use for a BOX?,box,used in packaging company items,snbmo09_box-3b78,1.0,snbmo09102,5,,train
10662,motesf,What is a surprising use for a SOCK?,sock,A surprising use for a sock would be that you could use a sock as a puppet,motesf_sock-8866,2.7,motesfa597,3,,train
10663,motesf,What is a surprising use for a SOCK?,sock,Hacky sack,motesf_sock-360f,3.9,motesf8f12,1,,train
10664,hmsl,What is a surprising use for a BRICK?,brick,weight in the back of your car in snowy weather,hmsl_brick-f9a1,3.0,hmsl11z914TK,1.0,,train
10665,betal18,What is a surprising use for a BOX?,box,Rocket Fuel,betal18_box-4f93,1.9,betal182049,,,train
10666,dod20,What is a surprising use for a SHOVEL?,shovel,shovel,dod20_shovel-aabd,1.0,dod2017,1,,train
10667,dod20,What is a surprising use for a SHOE?,shoe,a shoe is worn to keep the sole warm,dod20_shoe-f1d5,1.2,dod2039,0,,train
10668,dod20,What is a surprising use for a FORK?,fork,to dug a small hole for a flower in the soil,dod20_fork-bdda,2.5,dod2016,2,,train
10669,dod20,What is a surprising use for PANTS?,pants,coat for small dog,dod20_pants-0489,4.0,dod2078,2,,train
10670,snb17,What is a surprising use for a ROPE?,rope,drag something,snb17_rope-729e,1.3,snb1742,,,train
10671,bs12,What is a surprising use for a BRICK?,brick,use it as a pumice stone for your feet,bs12_brick-2b6f,3.0,bs12110,,,train
10672,bs12,What is a surprising use for a BRICK?,brick,If you're going away for a long amount of time  encase your valuables within a structure to secure and protect them.,bs12_brick-5cb8,3.0,bs12103,,,train
10673,setal08,What is a surprising use for a KNIFE?,knife,use it to cut hair,setal08_knife-869d,1.7,setal08199,2.0,,train
10674,setal08,What is a surprising use for a KNIFE?,knife,write with,setal08_knife-eac8,1.7,setal08163,7.0,3.0,train
10675,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,stab someone,hmsl_paperclip-b5ce,2.8,hmslaGzhYc5T,5.0,,train
10676,motesf,What is a surprising use for a BALL?,ball,Put it in the air,motesf_ball-5804,1.9,motesfb1d1,2,,train
10677,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use it to keep papers together,hmsl_paperclip-05af,1.0,hmsl5KN8A59N,1.0,,train
10678,snbmo09,What is a surprising use for a KNIFE?,knife,"cut vines, small trees, etc",snbmo09_knife-c4d0,1.0,snbmo0939,2,,train
10679,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,bread checker,hmsl_paperclip-e6ae,3.3,hmslD51VgBRW,9.0,,train
10680,motesf,What is a surprising use for a BOTTLE?,bottle,make a glitter bottle,motesf_bottle-9b7b,2.7,motesf37a7,7,,train
10681,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,I would make a disco ball,motesf_lightbulb-bd3f,3.0,motesf82ce,2,,train
10682,dod20,What is a surprising use for a BOOK?,book,book keeping,dod20_book-4ba2,1.5,dod2021,2,,train
10683,betal18,What is a surprising use for a BOX?,box,A huge die,betal18_box-2d85,3.6,betal182186,,,train
10684,dod20,What is a surprising use for a BOTTLE?,bottle,store items in fridge,dod20_bottle-0dfb,1.7,dod2040,3,,train
10685,dod20,What is a surprising use for a BOOK?,book,stack,dod20_book-70f1,2.5,dod2035,2,,train
10686,snbmo09,What is a surprising use for a BOX?,box,carry boxes in it,snbmo09_box-2c3b,1.0,snbmo09146,4,,train
10687,motesf,What is a surprising use for a BOTTLE?,bottle,you can make noise,motesf_bottle-bb95,2.4,motesf8e29,5,,train
10688,dod20,What is a surprising use for a SHOVEL?,shovel,lifting snow,dod20_shovel-78d0,1.3,dod2061,2,,train
10689,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,a mini broom for a doll house,motesf_toothbrush-2fcd,3.0,motesf16a5,5,,train
10690,setal08,What is a surprising use for a BRICK?,brick,use bricks to weigh down something,setal08_brick-940a,1.3,setal0876,6.0,,train
10691,dod20,What is a surprising use for a BOOK?,book,write stories about interesting places,dod20_book-7834,1.5,dod2039,5,,train
10692,hmsl,What is a surprising use for a BRICK?,brick,line a fireplace,hmsl_brick-eae2,1.7,hmslpRF1m4CT,2.0,,train
10693,motesf,What is a surprising use for a HAT?,hat,there is a bun-bun hat and if you cut off the buns on the hat and leave the holes in it you can make your hair into buns and put the hat on and then you have your own bun-bun hat!,motesf_hat-6fe7,3.0,motesf47d1,1,,train
10694,motesf,What is a surprising use for a BOTTLE?,bottle,you can use a bottle to fill it up with water,motesf_bottle-5aff,1.6,motesf3ad7,5,,train
10695,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,punch holes in paper,hmsl_paperclip-9f3f,2.0,hmslMXicONTd,6.0,,train
10696,dod20,What is a surprising use for a TABLE?,table,reach lightbulb,dod20_table-5ada,2.8,dod2075,7,,train
10697,motesp,What is a surprising use for a TOOTHBRUSH?,toothbrush,i would make it into a broom for dolls.,motesp-g1_toothbrush-9RH,3.9,9RH,,,train
10698,setal08,What is a surprising use for a KNIFE?,knife,to point at something,setal08_knife-f7c2,1.7,setal0892,3.0,,train
10699,bs12,What is a surprising use for a BRICK?,brick,Find a stack of them and use them as a chair,bs12_brick-8686,1.8,bs1264,,,train
10700,snb17,What is a surprising use for a ROPE?,rope,Use as a candle,snb17_rope-4f0b,2.7,snb1793,,,train
10701,setal08,What is a surprising use for a BRICK?,brick,for building and construction,setal08_brick-e0d5,1.0,setal08125,1.0,,train
10702,snbmo09,What is a surprising use for a BRICK?,brick,to open something that is hard to open,snbmo09_brick-1e8e,1.7,snbmo09180,4,,train
10703,bs12,What is a surprising use for a BRICK?,brick,emergency brake for a car,bs12_brick-0abf,1.0,bs1276,,,train
10704,setal08,What is a surprising use for a KNIFE?,knife,can be used as decoration,setal08_knife-9453,1.7,setal08131,2.0,,train
10705,dod20,What is a surprising use for a FORK?,fork,used in painting to make an interesting texture,dod20_fork-ccb5,3.7,dod2052,2,,train
10706,hmsl,What is a surprising use for a BRICK?,brick,write on sidewalk,hmsl_brick-671c,2.4,hmslAu6dHbiR,5.0,2.0,train
10707,snbmo09,What is a surprising use for a KNIFE?,knife,could be bent and made into a bracelet,snbmo09_knife-b993,2.5,snbmo09174,2,,train
10708,hmsl,What is a surprising use for a BRICK?,brick,table level,hmsl_brick-3615,2.0,hmslF6C3p16Q,2.0,,train
10709,dod20,What is a surprising use for PANTS?,pants,backback,dod20_pants-4883,3.0,dod2055,4,,train
10710,dod20,What is a surprising use for a BOTTLE?,bottle,contain liquid,dod20_bottle-98a6,1.0,dod2075,0,,train
10711,motesf,What is a surprising use for a BALL?,ball,Cut it in half and use it as a rain hat!,motesf_ball-6623,2.7,motesfa255,2,,train
10712,snbmo09,What is a surprising use for a BRICK?,brick,build school,snbmo09_brick-16f7,1.0,snbmo09155,2,,train
10713,snb17,What is a surprising use for a BOX?,box,Cut out pieces and use them to build cardboard models,snb17_box-8fe2,2.0,snb1781,,,train
10714,dod20,What is a surprising use for a SHOVEL?,shovel,pan,dod20_shovel-ad9e,4.0,dod2053,8,,train
10715,setal08,What is a surprising use for a BRICK?,brick,a stepping stone,setal08_brick-670a,1.0,setal08200,6.0,,train
10716,motesf,What is a surprising use for a BOTTLE?,bottle,waterpark,motesf_bottle-10df,3.3,motesf335f,3,,train
10717,motesf,What is a surprising use for a PENCIL?,pencil,Ammunition for a sling shot,motesf_pencil-a381,3.0,motesfb396,4,,train
10718,betal18,What is a surprising use for a ROPE?,rope,ruler,betal18_rope-b4a0,2.0,betal182055,,4.0,train
10719,dod20,What is a surprising use for a BOOK?,book,workout equipment,dod20_book-2bef,3.8,dod2042,4,,train
10720,hmsl,What is a surprising use for a BRICK?,brick,BUILD HOUSES,hmsl_brick-4490,1.0,hmslT5Yw2Ip3,1.0,,train
10721,betal18,What is a surprising use for a BOX?,box,dispensers,betal18_box-acd3,2.1,betal182087,,,train
10722,betal18,What is a surprising use for a ROPE?,rope,tie things,betal18_rope-2f1b,1.1,betal182003,,3.0,train
10723,hmsl,What is a surprising use for a BRICK?,brick,foot massager,hmsl_brick-95e9,3.5,hmsla3C6fX0r,3.0,,train
10724,snbmo09,What is a surprising use for a BOX?,box,cars/buses,snbmo09_box-b151,1.8,snbmo09181,2,,train
10725,snbmo09,What is a surprising use for a KNIFE?,knife,using a knife to practice your knife throwing skills so you can go join the circus,snbmo09_knife-3b45,2.5,snbmo09193,2,,train
10726,snb17,What is a surprising use for a ROPE?,rope,to use to support your makeshift raft off the coast of France,snb17_rope-940b,3.3,snb173,,,train
10727,snb17,What is a surprising use for a ROPE?,rope,use it as a headband,snb17_rope-de3d,1.7,snb1783,,,train
10728,motesf,What is a surprising use for a BOTTLE?,bottle,recycle use it again,motesf_bottle-8330,1.6,motesfeb16,5,2.0,train
10729,setal08,What is a surprising use for a BRICK?,brick,propping up a bike or car to fix it,setal08_brick-589d,1.7,setal08114,2.0,,train
10730,snb17,What is a surprising use for a ROPE?,rope,sculpture,snb17_rope-e6fe,1.8,snb171,,2.0,train
10731,bs12,What is a surprising use for a BRICK?,brick,A projectile weapon,bs12_brick-d7d5,1.0,bs12121,,,train
10732,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use to unlock a door,hmsl_paperclip-0b90,2.0,hmslY55OrqzC,3.0,,train
10733,betal18,What is a surprising use for a BOX?,box,container,betal18_box-755a,1.0,betal182163,,7.0,train
10734,motesp,What is a surprising use for a PENCIL?,pencil,You can take a pencil and tie it to a Lego tire and now you have a tire swing Lego people can enjoy.,motesp-g1_pencil-11KS,4.6,11KS,,,train
10735,dod20,What is a surprising use for a BOOK?,book,leaf/flower press,dod20_book-5058,3.5,dod2078,1,,train
10736,motesf,What is a surprising use for a PENCIL?,pencil,poke people.,motesf_pencil-3c35,2.4,motesfe2c0,4,,train
10737,snb17,What is a surprising use for a ROPE?,rope,extension to a ceiling fan string,snb17_rope-68b5,2.0,snb1783,,,train
10738,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hold temple to glasses when screw is lost ,hmsl_paperclip-903d,3.0,hmslFdOMf9nm,7.0,,train
10739,snb17,What is a surprising use for a BOX?,box,make smaller from it,snb17_box-5508,2.3,snb176,,,train
10740,bs12,What is a surprising use for a BRICK?,brick,tie your deepest darkest thoughts to it and throw it in the ocean,bs12_brick-515d,2.6,bs12113,,,train
10741,setal08,What is a surprising use for a KNIFE?,knife,to scratch your head,setal08_knife-a786,2.0,setal08175,5.0,,train
10742,setal08,What is a surprising use for a BRICK?,brick,brick door,setal08_brick-295f,2.3,setal08220,4.0,,train
10743,snbmo09,What is a surprising use for a BRICK?,brick,have a throwing contest,snbmo09_brick-e253,2.0,snbmo0961,8,2.0,train
10744,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,ball,motesf_lightbulb-8ee4,2.7,motesfe7b2,7,,train
10745,motesf,What is a surprising use for a BOTTLE?,bottle,make a birdhouse,motesf_bottle-bf00,4.1,motesf077e,5,,train
10746,setal08,What is a surprising use for a KNIFE?,knife,as a measure of wealth and fame,setal08_knife-77c9,3.0,setal0834,7.0,,train
10747,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Sharp object,hmsl_paperclip-2813,2.5,hmslak3D0gDJ,3.0,,train
10748,motesp,What is a surprising use for a PENCIL?,pencil,to draw on shirt ,motesp-g1_pencil-12AM,2.1,12AM,,,train
10749,dod20,What is a surprising use for a TABLE?,table,dra,dod20_table-b93b,1.0,dod2085,12,,train
10750,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,I can use a lightbulb for a fun dance,motesf_lightbulb-e904,2.4,motesf00ec,1,,train
10751,dod20,What is a surprising use for a BOTTLE?,bottle,fill with pre-made pancake batter,dod20_bottle-0de6,2.8,dod2015,3,,train
10752,hmsl,What is a surprising use for a BRICK?,brick,support system,hmsl_brick-02cc,1.7,hmsle72hRl7Y,2.0,,train
10753,snbmo09,What is a surprising use for a BRICK?,brick,build statue out of brick,snbmo09_brick-28d0,1.5,snbmo0963,8,,train
10754,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,throw the lightbulb on the ground,motesf_lightbulb-036c,2.1,motesf8e29,6,,train
10755,snb17,What is a surprising use for a ROPE?,rope,tying yourself to another person,snb17_rope-678a,1.0,snb177,,,train
10756,setal08,What is a surprising use for a KNIFE?,knife,beep when you go through a security sensor,setal08_knife-ab27,2.3,setal08177,4.0,,train
10757,hmsl,What is a surprising use for a BRICK?,brick,Build,hmsl_brick-522d,1.0,hmslfZ6O1FFo,1.0,2.0,train
10758,dod20,What is a surprising use for a TIRE?,tire,jungle gym,dod20_tire-5dda,2.7,dod2047,7,,train
10759,dod20,What is a surprising use for a SHOVEL?,shovel,demolition tool,dod20_shovel-e761,1.8,dod2073,3,,train
10760,snb17,What is a surprising use for a ROPE?,rope,Shoelace,snb17_rope-ea72,1.3,snb1768,,,train
10761,dod20,What is a surprising use for a BOOK?,book,stack it,dod20_book-f617,2.2,dod2013,1,,train
10762,dod20,What is a surprising use for a FORK?,fork,impromptu stirrer,dod20_fork-2fdb,1.8,dod2050,4,,train
10763,bs12,What is a surprising use for a BRICK?,brick,demolition tool,bs12_brick-3860,1.0,bs1245,,,train
10764,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Open a lock,hmsl_paperclip-1d6a,2.2,hmslyi89Nvu5,3.0,3.0,train
